Name,Comment,Likes,Time,Reply Count
@timpounds42069,"if i take a tolerance break and smoke before bed i definitely wont be able to sleep, ill be in the kitchen making and eating food until i pass out from a food coma.",0,2024-03-08T06:42:20Z,0
@alexwixom4599,I use it for my depression,0,2024-03-08T06:39:59Z,0
@laureenbrandon7209,"Smoked 40 years so I wouldn't dream,now can't sleep,how long will it last,I figured my grumpiness, should get a night sleep.",0,2024-03-08T06:00:44Z,0
@laureenbrandon7209,"Havnt slept in 9 days went and bought one j so I could sleep tonight,wow I guess you knew utube,AI I quit and bought today,crazy",0,2024-03-08T05:59:18Z,0
@raymondturpin3265,Im sure each person is different but I think the biggest issue is like the amount and how often.  If you use it a couple times a month to get some rest and only use light does then I would bet it would work for most people.  The problem is over use.,0,2024-03-08T05:48:48Z,0
@keithkornyk3427,Thank you for this,0,2024-03-08T05:17:57Z,0
@Didiv-vz5ct,😅,0,2024-03-08T05:09:18Z,0
@Didiv-vz5ct,😊,0,2024-03-08T05:09:07Z,0
@poesypoet,Smoked pot for over 50 years recently quit and the amount of dreams I now have has increased to every night.,0,2024-03-08T04:49:42Z,0
@wmharrell101,"I've been smoking for over 50 years, in that time I frequently would stop smoking cannabis for one or two months 
     When you mentioned the  increased rem sleep (dream state), I want bingo.. I will have incredible dreams when I was abstaining and now thanks to you I know some of the science behind it",0,2024-03-08T04:29:41Z,0
@andycig2993,"I use Cannabis every day.
I sleep like a rock.",1,2024-03-08T04:23:39Z,0
@aaronrodgers2092,I haven't slept more then a hour at a time in 10 years.,0,2024-03-08T02:14:25Z,0
@arnoldgasparini7383,"Use marijuana as a teacher, don't get yourself seduced by it. Learn what it has to teach you and then leave it for good. Cannabis has a huge potential but consumes your soul. Don't let you get consumed by it",0,2024-03-08T00:44:53Z,0
@shermanwellons,Indica is the proper type for sleep. Sativa is not for sleeping.,1,2024-03-07T23:49:42Z,0
@dontaetrowell5011,"I hardly remembered my dreams before, now it’s a rare occasion.",0,2024-03-07T23:13:15Z,2
@fabregaswalter,"*SILKTRIP1* for all your psych stuff like LSD, DMT, Shrooms,Rosin and amazing tripping too",0,2024-03-07T23:30:54Z,
@fabregaswalter,On Instagram..,0,2024-03-07T23:31:08Z,
@mothafuc1incurlytim,"Ive been a daily smoker for a little over a decade. My gf has to wake me up because im talking in my sleep which wakes her up. But I never remember my dreams. It's been a long time since ive remembered my dreams. But if im talking in my sleep, I think its safe to assume im dreaming.",0,2024-03-07T22:01:07Z,2
@fabregaswalter,"*SILKTRIP1* for all your psych stuff like LSD, DMT, Shrooms,Rosin and amazing tripping too",0,2024-03-07T23:31:27Z,
@fabregaswalter,In Instagram,0,2024-03-07T23:31:41Z,
@alexedingfield5222,Weed makes you anxiety goons,0,2024-03-07T21:56:58Z,2
@fabregaswalter,"*SILKTRIP1* for all your psych stuff like LSD, DMT, Shrooms,Rosin and amazing tripping too",0,2024-03-07T23:31:59Z,
@fabregaswalter,On Instagram,0,2024-03-07T23:32:10Z,
@ColinAllanPhoto,"Did you know it's not just the THC which may affect you but the CBD and the combination of the 2 also some terpenes can interact with the THC,CBD and can have different effect even if the stain in question has a mid to low THC levels. Oh and lets not forget your brain chemistry can also be affected differently than someone smoking the exact same strain as you but you can't sell and they are knocked out by the same strain... 
Let me guess you read a paper and now your an expert",0,2024-03-07T20:13:18Z,1
@fabregaswalter,In Instagram,0,2024-03-07T23:34:28Z,
@freydont,"As a daily smoker for 56 years, I find that taking Choline before bed gives me my dreams back.  I've been doing this for decades and have nightly dreams.",0,2024-03-07T19:48:28Z,2
@fabregaswalter,"*SILKTRIP1* for all your psych stuff like LSD, DMT, Shrooms,Rosin and amazing tripping too",0,2024-03-07T23:36:08Z,
@fabregaswalter,In Instagram,0,2024-03-07T23:36:20Z,
@user-xj8fj1yg6n,"Nice overview. No water, just facts. Respect and thnx!",1,2024-03-07T18:14:52Z,0
@TheAlgomalo,"I’m a recent kidney transplant recipient. The meds I have to take are really hard on the body and mind. I make an oil based cannabis tincture that I use to basically microdose in the evenings to help with anxiety and sleep. I sleep soundly and still dream pretty vividly with the THC oil. Without it, I have insomnia, night sweats, restless leg syndrome and any number of unpleasant things that keep me awake all night. I rarely use cannabis recreationally anymore and almost never more than a few drops of oil.",0,2024-03-07T17:50:19Z,2
@fabregaswalter,"*SILKTRIP1* for all your psych stuff like LSD, DMT, Shrooms,Rosin and amazing tripping too",0,2024-03-07T23:35:15Z,
@fabregaswalter,On Instagram,0,2024-03-07T23:35:25Z,
@crazeeeavery4203,Myself personally it had my heart racing making it hard to sleep. I’ve also noticed I stopped dreaming.,0,2024-03-07T16:43:31Z,0
@kevinjenkins6986,"I vape weed rather than drink, exercise regularly and eat well. My sleep is excellent",0,2024-03-07T15:56:37Z,0
@Anthony-qy5yw,So what …,0,2024-03-07T15:24:22Z,0
@nialllappin4159,Weed is Freddy Krueger's kryptonite,0,2024-03-07T14:53:16Z,0
@mariakolodenko9334,"I never had sleep problems in my life. I always fall asleep in 1-3 minutes and never have too many / too few dreams. Sometimes when I was too stressed I had repeating dreams of what was about to happen in the morning, sometimes I could not recall whether something was a dream or not, BUT in 23 years it happened several times. However, when I started smoking THC 2-3 times a week (half a year ago), I began to notice that after a while (3 months) I started having problems falling asleep without smoking at least a bit during the day. Having T-breaks (2 weeks, already did 2 of them) I noticed in 2 weeks it gets back to normal.",0,2024-03-07T14:37:50Z,3
@fabregaswalter,"Lemme lead you to this mycologist for your real deal of weed, and other psychedelic stuff like DMT, LSD, Ecstacy, and more, they are 
......",0,2024-03-07T23:33:16Z,
@fabregaswalter,Silktrip1,0,2024-03-07T23:33:27Z,
@fabregaswalter,In Instagram,0,2024-03-07T23:33:39Z,
@lamller12354,i sleep like a baby when i smoke....,0,2024-03-07T12:04:13Z,3
@fabregaswalter,"Lemme lead you to this mycologist for your real deal of weed, and other psychedelic stuff like DMT, LSD, Ecstacy, and more, they are 
......",0,2024-03-07T23:32:40Z,
@fabregaswalter,Silktrip1,0,2024-03-07T23:32:48Z,
@fabregaswalter,On Instagram,0,2024-03-07T23:32:57Z,
@brianallen8588,"I'm 65, I've smoked, my own, 45 years , every day throughout the day, & my sleep & dreams are fine. I think it's more you don't remember dreaming for most. But it is relative to each person.",0,2024-03-07T11:35:31Z,0
@espinoth9913,"My REM sleep was actually more or less dead for years before I started doing weed (or at least I couldn't every remember a lick of any dreams), but after I started doing weed, it reawakened my ability to have dreams anytime I ever don't do it before bed or take a tolerance break.
I also have a microsensitivity to THC, so it barely takes much at all to get me high in the first place. When I do take it before bed, the feeling in the morning is familiar, which sort of confirms my thinking that my ability to dream was somehow inert for years.
But then I of course feel really energized when I wake up after not doing weed now, and have incredible dream recall. Because of my own experiences, I kinda think it might be worth researching off-and-on cannabis microdosing as a treatment for people already suffering from any sort of existing REM deficiency.",0,2024-03-07T07:28:11Z,0
@AphXMaster,"well, that's lucky you can just stop, not going to happen for a lot of us.",0,2024-03-07T07:02:15Z,0
@jonlork1937,"I have smoked Cannabis for years, some of them i smoked a lot on a daily basis. Since i have Kids and more responsibilitys I stopped smoking, but i use it from time to time as a medicine. It is an awesome painkiller and when i can't sleep i always try to find the reason for it first but if i cant get a solution for my issue and start to getting more tiered throughout the day, I once in a while smoke a big head, sleep 12 hours without any dreams and wake up with a clear mind allowing me to work on my issue again. It is by far the best medicine i know and a shame it is illegal in so many parts of the world. A responsible consume will never ever hurt anyone! Free the Hemp!",0,2024-03-07T06:42:39Z,0
@richbutnotfamous1158,Fun fact: the word 'marijuana' has no etymological root and was coined by William Randolph Hearst for his smear campaign against hemp. It is basically the n-word of the cannabis word and should stop being used.,0,2024-03-07T06:39:27Z,0
@marysrevenge2397,Dreams? Wut dat?,0,2024-03-07T05:18:02Z,0
